genres_0,genres_1,genres_2,genres_3,app_name,id
Action, Indie,,,12 is Better Than 6,410110
Indie, RPG,,,A Study in Steampunk: Choice by Gaslight,421630
Casual, Indie, RPG,,Chronicles of a Dark Lord: Rhapsody Clash,418310
Action,,,,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,403700
Adventure,,,,The Consuming Shadow,403830
Action, Indie,,,Signal to Noise,380210
Indie,,,,The Tape,387930
RPG, Strategy,,,Mordheim: City of the Damned,276810
Adventure, Indie, RPG, Strategy,Hard West,307670
Action, Adventure,,,Assassin's Creed® Syndicate,368500
Action, Casual, Indie,,GOCCO OF WAR,346730
Casual, Indie,,,Highschool Romance,398100
Action, Indie,,,Last Horizon,394220
Adventure, Free to Play, Simulation,,Back to Dinosaur Island,412940
Action, Casual, Indie, Sports,Tennis in the Face,394290
Casual, Indie,,,hocus,418040
Free to Play, Massively Multiplayer, Strategy,,Affected Zone Tactics,386640
Casual, Indie,,,Cross Set,415400
Indie, RPG, Simulation,,WolfQuest,431180
Action,,,,Circuit Breakers,390870
Action, Indie, RPG, Simulation,Life is Feudal: Your Own,290080
Action, Indie,,,Knight Squad,294000
Indie, Strategy,,,Conquest of Elysium 4,403950
Action, Adventure, Casual, Indie,Shadow Ninja: Apocalypse,389160
Adventure, Indie, RPG, Strategy,ADOM (Ancient Domains Of Mystery),333300
Casual, Indie, Strategy,,Fuego!,356100
Action, Indie, Strategy,,Survivor Squad: Gauntlets,331720
Adventure, Indie,,,The Rivers of Alice - Extended Version,411590
Indie,,,,Cinderella Escape! R12,408000
Action, Adventure, Casual, Indie,Shadow Ninja: Endless Runner,420050
Action, Adventure, Indie,,Uriel's Chasm 2: את,414580
Casual, Indie,,,iso-Sphere,414060
Action, Adventure, Indie,,Ladra,391180
Adventure,,,,Higurashi When They Cry Hou - Ch.2 Watanagashi,410890
Action, Indie,,,STEEL STRIDER,404100
Free to Play, Massively Multiplayer, Simulation,,Steel Ocean,390670
Indie,,,,The Purring Quest,409100
Action, Casual, Free to Play, Indie,GASP,412400
Action, Adventure, Casual, Indie,Caribbean Odyssey,414500
Action,,,,Mushihimesama,377860
Action, Indie,,,Chronoclysm,368690
Action, Adventure, Indie,,Dispatcher,341980
Action, Adventure, Casual, Indie,Catorize,418960
Action, Adventure, Indie,,Kero Blaster,292500
Casual, Indie, Strategy,,Evil Defenders,412520
Action, Adventure, Indie,,Stardust Galaxy Warriors: Stellar Climax,389650
Action, Free to Play, Massively Multiplayer,,Piercing Blow,382850
Casual, Indie,,,Turbo Pug,418070
Indie, Racing, Simulation, Sports,Liftoff,410340
RPG,,,,Fallout 4,377160
Indie,,,,Without Within 2,398980
Action, Casual, Strategy,,Cluck Yegger in Escape From The Planet of The Poultroid,416800
Action, Adventure, Indie, Early Access,Shut Up And Dig,414070
Casual, Strategy,,,Garden Rescue: Christmas Edition,418160
Adventure, Casual, Indie, RPG,FortressCraft Evolved!,254200
Free to Play, Strategy,,,Krosmaster Arena,329790
Indie, Strategy,,,Defend The Highlands,374830
Casual, Simulation,,,Among the Heavens,409380
Indie, RPG,,,Diabolical,416640
Indie, Simulation, Strategy,,Mini Metro,287980
Action, Adventure, Casual, Strategy,Bomb The Monsters!,355020
Adventure, Casual, Indie,,Draw a Stickman: EPIC 2,403180
Adventure, Indie,,,Swordbreaker The Game,411760
Action, Adventure, Indie, RPG,Roguelands,364420
Action, Adventure, Indie, Simulation,The Odyssey: Winds of Athena,416080
Action, Adventure,,,HotLead,416170
Action, Adventure, Indie, RPG,The Incredible Adventures of Van Helsing: Final Cut,400170
Indie, RPG, Strategy,,The Fall of the Dungeon Guardians - Enhanced Edition,409450
Action, Adventure, RPG,,Darksiders II Deathinitive Edition,388410
Adventure, Casual,,,The Secret Order 2: Masked Intent,399890
Strategy,,,,Age of Empires II HD: The African Kingdoms,355950
Design &amp; Illustration, Photo Editing, Utilities,,ePic Character Generator,408930
Action, Adventure, Indie, RPG,Rogue Harvest,409490
Action, Adventure,,,Call of Duty®: Black Ops III,311210
Action, Casual, Indie, Strategy,Conflicks - Revolutionary Space Battles,288260
Action, Indie,,,Clandestine,290530
Action, Indie,,,Zero Reflex : Black Eye Edition,405650
Indie, Racing, Sports,,MiniBikers,416350
Action, Indie, RPG,,Wave of Darkness,316370
Action, Free to Play,,,Genesis Online,409510
Action, Casual, Indie,,Car Washer: Summer of the Ninja,369360
Action, Casual, Indie, Simulation,Megatect,369270
Action, Free to Play, Indie,,Pink Heaven,409690
Indie, Strategy,,,Dungeon Warfare,355980
Casual, Indie, Massively Multiplayer, Strategy,AoF Chess Club 2.0,385020
Adventure, Indie,,,PONCHO,332620
Action, Free to Play, Massively Multiplayer, Strategy,Battle Battalions,399660
Adventure, Casual, Simulation,,THE GAME OF LIFE - The Official 2016 Edition,403120
Adventure, Indie, Simulation, Strategy,Life is Hard,414080
Action, Indie,,,Shmadow,397570
Indie, RPG,,,Dragon Fin Soup,299600
Simulation, Strategy,,,Anno 2205™,375910
Indie,,,,Cibele,408120
Adventure, Free to Play, Indie,,Bloodwood Reload,350990
Action, Indie,,,Umihara Kawase,384690
Action, Indie, Early Access,,Spellsworn,360620
Indie, Simulation, Strategy, Early Access,Dream Factory,408440
Adventure,,,,Sonic Lost World,329440
Adventure, Casual,,,Russian Horror Story,390970
Simulation, Sports,,,Euro Fishing,314520
Indie,,,,The Last NightMary - A Lenda do Cabeça de Cuia,407300
Action, Casual, Indie, RPG,Space - The Return Of The Pixxelfrazzer,385100
Casual, Indie,,,RePete,448010
Action, Adventure, Indie, Simulation,Written in the Sky,416130
Action, Adventure, Free to Play, RPG,Endless Sky,404410
Action, Indie, Early Access,,The Extinction,413510
RPG, Strategy,,,Hyperdimension Neptunia Re;Birth3 V Generation / 神次次元ゲイム ネプテューヌRe;Birth3 V CENTURY,353270
Adventure, Indie,,,Mirrored - Chapter 1,365880
Adventure, Indie,,,Bulb Boy,390290
Adventure, Indie,,,The Last Crown: Midnight Horror,291770
Action, Casual, Indie, Simulation,Death Tractor,375040
Adventure, Indie,,,Infinite Space III: Sea of Stars,269990
Adventure, Indie,,,Colortone,375320
Adventure, Indie,,,Void & Meddler - Season Pass,408260
Action, Adventure, Indie,,Devil's Bluff,382350
Action, Indie,,,GALAK-Z,300580
RPG,,,,The Legend of Heroes: Trails in the Sky SC,251290
Action, Adventure, Indie, RPG,Pathologic Classic HD,384110
Action, Indie, Early Access,,Indie Game Battle,407620
Adventure, Free to Play, Indie,,Electric Highways,412140
Adventure, Casual,,,Twisted Lands Trilogy: Collector's Edition,398630
Action, Free to Play, Indie,,Pink Hour,409670
Adventure, Indie,,,Void And Meddler,377970
Adventure, Casual,,,Zoombinis,397430
Indie, Strategy,,,The Troma Project,279640
Action, Casual, Indie,,Go To Bed: Survive The Night,413760
Indie,,,,Albert and Otto,368590
Action, Indie,,,Networm,408170
Action, Casual, Indie,,Epic Showdown,406930
Adventure, Indie, RPG, Strategy,Divinity: Original Sin - Enhanced Edition,373420
Action, Adventure, Indie,,Statues,413680
Racing, Simulation, Sports,,MX vs. ATV Supercross Encore,282050
Adventure,,,,The Park,402020
Indie, Racing, Early Access,,SinaRun,324470
Adventure, Indie,,,Morphine,410430
Indie, RPG, Strategy,,Chaos Reborn,319050
Action, Indie,,,Miracle Fly,395140
Adventure, Casual, Indie,,Star Sky - ブルームーン,407020
Design &amp; Illustration, Web Publishing,,,RPG Maker MV,363890
Indie, Simulation,,,Auto Dealership Tycoon,393920
Action, Indie, RPG, Early Access,XO-Planets,439730
Action, Indie, Early Access,,Carrotting Brain,404750
Action, Adventure, Indie, RPG,KINGDOMS,409590
Action, Adventure, Casual, Indie,Flight of the Paladin,405610
Adventure, Indie,,,Mu Complex,383690
Action,,,,Heavy Fire: Shattered Spear,385600
Action, Indie,,,Warhammer: End Times - Vermintide,235540
Action, Casual, Indie, Early Access,BEARZERKERS,325300
Action, Indie,,,Giana Sisters 2D,350770
Action, Casual, Indie, RPG,Microcosmum: survival of cells - Random levels,412000
Adventure, Indie, RPG,,200% Mixed Juice!,335190
Adventure,,,,D/Generation HD,389740
Indie, RPG,,,Deathless: The City's Thirst,410910
Adventure, RPG, Strategy,,Mugen Souls,389870
Indie, Simulation, Strategy,,Armor Clash,395600
Adventure,,,,Message Quest,408280
Action, Indie,,,Square Brawl,394850
Adventure, Casual, Indie,,Divine Slice of Life,348540
Casual, Indie,,,Dracula's Legacy,396790
Simulation, Strategy,,,Command: Northern Inferno,397180
Adventure, Simulation,,,COAST GUARD,361200
Casual,,,,Poker Pretty Girls Battle: Texas Hold'em,407720
Adventure, Casual,,,Lost Legends: The Weeping Woman Collector's Edition,397440
Indie, Simulation, Strategy,,Kingdom: Classic,368230
Action, Indie, Early Access,,Noct,330570
Adventure, Indie, RPG,,The Dwarf Run,395420
RPG, Simulation, Strategy, Early Access,Shallow Space,305840
Action, Casual, Indie,,Robbery Bob: Man of Steal,372960
Adventure, Indie, RPG,,Wurm Unlimited,366220
Action,,,,PixelJunk™ Shooter Ultimate,332330
Adventure, Casual, Indie,,DISTRAINT: Deluxe Edition,395170
Adventure, Indie,,,Murder,404080
Action, Adventure, Casual,,Turtle Odyssey,412480
Indie, Strategy, Early Access,,Timber and Stone,408990
Action, Adventure, Indie, RPG,Rebel Galaxy,290300
Adventure, Indie,,,Toby: The Secret Mine,395160
Adventure, Indie, RPG, Simulation,Knights of Pen and Paper 2,310060
Casual, Indie, Simulation, Strategy,Empire TV Tycoon,377900
Action, Adventure, Indie, RPG,Legends of Dawn Reborn,403200
Indie, Racing,,,Ampersand,410210
Casual, Indie, RPG, Strategy,FreeCell Quest,364640
Action, Adventure,,,Overlord: Fellowship of Evil,306670
Action, Adventure, Indie, RPG,Deathstate: Abyssal Edition,402120
RPG,,,,Tales of Zestiria,351970
Action, Adventure, Indie, RPG,Zombie Grinder,263920
Adventure, Casual, Simulation, Strategy,Roads of Rome,410770
Action, Casual, Indie,,Runes of Brennos,330450
Action, Indie,,,CMYW,396590
Adventure, Casual, Indie,,Refunct,406150
Indie, Simulation, Strategy,,Rogue State,396090
Simulation, Strategy,,,Dungeon Manager ZV,402300
Action, Indie,,,Color Symphony 2,403780
Action, Adventure, Indie,,Dark Years,382160
Action, Adventure, Indie, Massively Multiplayer,Lonath Online,407700
Action, Adventure, RPG, Strategy,"Warhammer 40,000: Deathwatch - Enhanced Edition",394450
Action, Adventure, Indie,,Knight Adventure,409420
Adventure,,,,The Men of Yoshiwara: Kikuya,381100
Action,,,,Zenohell,402030
Action, Adventure, Indie,,Downwell,360740
Action, Free to Play, Simulation, Strategy,War of Beach,398840
Action, Adventure, Casual, Indie,Broforce,274190
Action, Adventure, Indie,,Mushroom 11,243160
Casual, Indie,,,Human Resource Machine,375820
Indie, Simulation, Strategy,,Planetbase,403190
Casual, Indie,,,Escape from Puzzlegate,404810
Action, Adventure, Indie,,ALPAGES : THE FIVE BOOKS,403860
Casual,,,,Paint it Back,385250
Adventure, Indie,,,Black Island,376110
Indie, RPG,,,The Age of Decadence,230070
Action, Indie,,,Rumble,409630
Action, Adventure, Casual, Indie,Gabe Newell Simulator 2.0,407420
Casual, Free to Play, Indie,,Crusaders of the Lost Idols,402840
Action, Adventure, RPG,,Deus Ex: Revision,397550
Adventure, Casual,,,Goosebumps: The Game,361360
Casual, Indie, Strategy,,The Jackbox Party Pack 2,397460
Action, Indie,,,Secret Ponchos,265750
Adventure,,,,Minecraft: Story Mode - A Telltale Games Series,376870
Action, Indie, Early Access,,Paint the Town Red,337320
Action, Indie,,,Bedlam,261490
Adventure, Casual, Free to Play, Indie,The Secret of Tremendous Corporation,380140
Adventure, Indie,,,Orion Trail,381260
Action, Adventure, Indie,,Animal Gods,370220
Action, Adventure, Casual, Indie,Trap Them - Sniper Edition,407150
Adventure, Indie,,,This Book Is A Dungeon,404690
Action, Adventure, Indie, RPG,Legend of Mysteria RPG,407230
Indie,,,,Masochisia,396310
Casual, Indie,,,Awe,371450
Adventure, Casual,,,Fairy Tale Mysteries 2: The Beanstalk,403510
Indie, RPG,,,Legena: Union Tides,401550
Racing,,,,WRC 5 FIA World Rally Championship,354160
Indie,,,,There Was A Caveman,407290
Action, Casual, Indie,,Ookibloks,399910
Casual, Indie, Simulation,,Last Days of Spring Visual Novel,407680
Free to Play, Indie, Sports, Strategy,Soccer Manager 2016,407120
Indie, Simulation, Strategy,,March of Industry: Very Capitalist Factory Simulator Entertainments,374640
RPG, Strategy,,,Devils & Demons,363960
Indie, Simulation, Strategy,,Prison Architect,233450
Adventure, Indie,,,2064: Read Only Memories,330820
Action, Adventure, Casual, Indie,SKYHILL,382140
Adventure, Indie, RPG, Simulation,Novus Inceptio,386590
Casual,,,,Inventioneers,395580
Action, Indie, RPG,,Counter Spell,351230
Action, Indie,,,Pixel Galaxy,370480
Action, Adventure, Indie,,Luna Sky,361600
Indie, Simulation,,,Game Corp DX,399670
Adventure, Indie,,,Neoncube,382070
Action,,,,Black & White Bushido,404050
Adventure, Indie, Simulation,,Dead But Alive! Southern England,384840
Indie, RPG,,,Hylics,397740
Indie, RPG,,,Ratings War,406650
Casual, Indie, Simulation, Strategy,Ant War: Domination,406080
Adventure, Casual, Free to Play, Indie,To Burn in Memory,434120
Action, Adventure, Casual, Indie,Disposable Heroes,366180
Adventure,,,,Lumber Island - That Special Place,403670
Action, Indie, Strategy, Early Access,Epsilon,300760
Adventure, Indie,,,The Adventures of Fatman,395250
Adventure, Indie,,,The Beginner's Guide,303210
Casual, Indie,,,Puzzle Ball,402170
Action, Simulation, Early Access,,Angels Fall First,367270
Adventure, Indie,,,Expand,399780
Adventure, Indie,,,Silver Creek Falls: Chapter 2,403070
Action, Casual, Indie,,Hyperspace Pinball,349020
Action, Indie,,,Ninja Pizza Girl,319470
Action, Indie, Simulation, Strategy,A.I. Invasion,386540
Adventure, Casual, Strategy,,Rescue Team 5,416320
Indie, Strategy,,,The Escapists: The Walking Dead,388060
Adventure, Indie,,,Armikrog,334120
Adventure, RPG, Simulation, Strategy,Swords & Crossbones: An Epic Pirate Story,383720
Action,,,,SAMURAI WARRIORS 4-II,348470
Adventure, Indie,,,Stigmat,403570
Casual, Indie, RPG, Simulation,Who Is Mike - A Visual Novel,377430
Sports,,,,Rugby League Live 3,312920
Action,,,,Arcana Heart 3 LOVE MAX!!!!!,370460
Action, Adventure, Indie,,Jotun: Valhalla Edition,323580
Action, Indie, Racing,,Dino Run DX,248330
Sports,,,,NBA 2K16,370240
Action, Indie,,,Mighty Gunvolt,394600
Action, Casual, Indie,,Toto Temple Deluxe,342920
Free to Play, Indie, Massively Multiplayer, Strategy,Астролорды: Облако Оорта,385530
Action, Casual, Indie, Racing,Hypership Out of Control,354040
RPG, Strategy,,,Might & Magic® Heroes® VII,321960
Adventure, Indie, Strategy,,80 Days,381780
Action, Adventure, Indie, RPG,Sketch Tales,384090
Adventure, Casual, Simulation,,Orion: A Sci-Fi Visual Novel,381010
Indie, Strategy,,,Omnipresent,403660
Action, Indie,,,Psycho Starship Rampage,386560
Action, Casual, Indie,,Keen Dreams,356200
Action, Adventure, Indie, Simulation,One Final Breath™,387070
Action, Adventure, Indie,,Stairs,374060
Action, Indie, Early Access,,Uncraft World,339910
Adventure, Casual, Indie, RPG,Epic Quest of the 4 Crystals,392940
Adventure,,,,A Kiss For The Petals - Remembering How We Met,397270
Action, Casual,,,Blowy Fish,399920
Casual, Indie, Simulation,,Shoppy Mart: Steam Edition,388360
Action, Indie,,,Arson and Plunder: Unleashed,293600
Simulation, Strategy,,,Grand Ages: Medieval,310470
Action, Indie, Simulation,,Space Thinger,402670
Adventure, Casual,,,Dark Heritage: Guardians of Hope,394280
Adventure, Casual, Free to Play,,Lost Lands: A Hidden Object Adventure,392950
Animation &amp; Modeling, Design &amp; Illustration,,,MODO indie 10,401090
Adventure, Indie,,,Haywire on Fuel Station Zeta,368970
Adventure, Indie, RPG,,Else Heart.Break(),400110
Adventure, Casual, Free to Play, Indie,Missing Translation,395520
Action, Indie,,,Tango Fiesta,276730
Casual, Indie, Simulation,,Doodle God,348360
RPG,,,,FINAL FANTASY V,382890
Action, Casual, Indie, Sports,One Ship Two Ship Redshift Blueshift,367430
Action, Adventure, Casual, Indie,Snail Bob 2: Tiny Troubles,349760
Indie, RPG, Strategy,,Reverse Crawl,400660
Indie, Strategy,,,Concrete Jungle,400160
Action, Indie,,,A Fistful of Gun,229810
Adventure, Indie,,,Journey To The Center Of The Earth,382120
Casual,,,,Kanji Training Game,397210
Action, Free to Play, Massively Multiplayer, RPG,Golden Rush,385890
Action, Casual, Indie,,Miner Mayhem,402850
Action, Indie,,,Explosionade,373620
Action, Indie,,,Shoot 1UP,373610
Action, Indie,,,Weapon of Choice,373600
Action, Indie,,,Assault Android Cactus,250110
Action, Indie,,,Game Type,373630
Adventure, Free to Play, Indie,,Nyctophilia,402890
Action, Adventure, RPG,,System Shock: Enhanced Edition,410710
Action, Indie,,,Woof Blaster,397990
Indie,,,,Laserlife,323040
Casual, Indie,,,Dale Hardshovel HD,370170
Action, Adventure, Indie, RPG,TowerClimb,396640
Sports, Strategy,,,Blood Bowl 2,236690
Action, Indie,,,Penarium,307590
Action, Indie, Simulation,,Gamer Simulator,402190
Action, Indie, RPG, Strategy,Templar Battleforce,370020
Indie, Simulation, Early Access,,Labyrinth Simulator,391520
Action, Indie, RPG,,BloodLust Shadowhunter,280600
Action, Adventure, Indie,,SOMA,282140
Casual, Indie,,,Mondrian - Abstraction in Beauty,392780
Indie,,,,Eaten Alive,403560
Action, Adventure, Indie, Simulation,CodeSpells,324190
Action, Indie,,,Invasion,397980
Adventure,,,,Airport Madness: Time Machine,402210
Action, Indie,,,ChargeShot,401840
Indie, RPG, Simulation, Strategy,Forsaken Fortress Strategy,344820
Indie, Sports,,,Pumped BMX +,392070
Action, Casual, Indie,,Timberman,398710
Adventure, Indie,,,I Can't Escape: Darkness,346090
Indie,,,,PANORAMICAL,284260
Indie, Simulation, Strategy, Early Access,Star Command Galaxies,402160
Action, Adventure, Indie,,TY the Tasmanian Tiger 4,287840
Casual, RPG,,,GabeN: The Final Decision,403740
Casual, Strategy,,,Splendor,376680
Action, Indie,,,Clergy Splode,403900
Action, Adventure, Indie, Simulation,Dinosaur Hunt,401190
Adventure,,,,Black Sails - The Ghost Ship,373240
Adventure, Indie,,,Adventurezator: When Pigs Fly,300280
Action, Indie,,,Death Ray Manta SE,338760
Action, Adventure, Indie, RPG,Edge of Space,238240
Casual, Indie, Simulation, Strategy,Train Valley,353640
Action, Indie, Strategy,,Skyshine's BEDLAM,367600
Indie, RPG, Simulation, Strategy,Black Closet,400580
Action, Adventure, Indie,,Three Heroes,380020
Action, Indie,,,Superstatic,375290
Indie, RPG,,,Undertale,391540
Action, Adventure, Casual, Indie,ARM PLANETARY PROSPECTORS Asteroid Resource Mining,344890
Action, Indie,,,Aerannis,356580
Action, Indie,,,Overruled!,297740
Action, Indie, Strategy,,Rogue Continuum,357700
Casual, Free to Play,,,Frozen Free Fall: Snowball Fight,357480
Adventure,,,,Judgement,383780
Casual, Indie, RPG, Strategy,Braveland Pirate,391490
Action, Adventure, Indie,,Dungeon Nightmares II : The Memory,382090
Casual, Free to Play, Indie, Strategy,Simply Chess,312280
Action, Casual, Indie,,Match 3 Revolution,401420
Adventure, Indie, RPG,,Destiny Warriors RPG,399790
Action, Indie,,,Solar Shifter EX,363940
Adventure, Casual,,,Queen's Quest: Tower of Darkness,390200
Action, Adventure, Indie,,Cross of the Dutchman,384000
Indie, Massively Multiplayer, RPG,,Otherland MMO,376310
RPG, Strategy,,,Ravenmark: Scourge of Estellion,365480
Adventure, Indie,,,Dropsy,274350
Action, Indie, Simulation,,Lovers in a Dangerous Spacetime,252110
Action, Indie,,,Circa Infinity,390610
Adventure, Casual,,,The Dreamatorium of Dr. Magnus 2,393150
Action, Indie,,,Master Spy,331190
Indie,,,,fault - milestone two side:above,344770
Adventure, Indie,,,Leo’s Fortune - HD Edition,355630
Action, Indie, Strategy,,"Warhammer 40,000: Regicide",322910
Action, Free to Play,,,SMITE®,386360
Indie, Racing, Sports,,Mad Snowboarding,399900
Adventure, Casual, Free to Play, Indie,SC2VN - The eSports Visual Novel,404480
Casual, Indie, Strategy,,R.O.O.T.S,357930
Action, Adventure, Indie, Strategy,CortexGear: AngryDroids,375620
Action, Indie,,,Bleeding Blocks,400710
Action, Adventure, Casual, Simulation,Kitchen Simulator 2015,399230
Adventure, Indie,,,Wild Island Quest,392820
Action, Casual, Indie, RPG,Buff Knight Advanced,385440
Action, Adventure, Indie, RPG,Rampage Knights,314410
Indie, RPG,,,A Wise Use of Time,397780
Action, Indie,,,Hyperspace Invaders II: Pixel Edition,397690
Casual, Indie,,,Snik,388050
Action,,,,Raiden IV: OverKill,323460
Casual, Indie, Sports,,Unfair Jousting Fair,377550
Action, Indie,,,Gunman Clive 2,394550
Casual, Indie,,,Cute Things Dying Violently,305820
Strategy,,,,Act of Aggression - Reboot Edition,318020
Action, Indie, Simulation,,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,359050
Adventure, Casual, Indie,,Alpha Runner,387840
Adventure, Indie, RPG, Strategy,Renowned Explorers: International Society,296970
Adventure, Casual, Free to Play, Indie,Comedy Quest,399520
Casual, Indie, Simulation, Strategy,Painters Guild,384550
Action, Indie,,,iZBOT,388970
Action, Adventure,,,METAL GEAR SOLID V: THE PHANTOM PAIN,287700
Action, Adventure,,,Mad Max,234140
Adventure, Free to Play,,,One Way To Die: Steam Edition,388490
Casual, Indie,,,Tinboy,399430
Adventure, Indie, RPG, Strategy,Armello,290340
Action, Casual, Indie, Simulation,Abduction Action! Plus,360580
Strategy,,,,NOBUNAGA'S AMBITION: Sphere of Influence,392470
Strategy,,,,Steamalot: Epoch's Journey,361160
Action, Free to Play, Indie, Massively Multiplayer,Mortal Online,287920
Adventure, Indie,,,Rememoried,368450
Adventure, Casual, Indie, RPG,Hoven the Sages Spinel,398960
Adventure,,,,STASIS,380150
Action, Indie,,,Spheroid,399100
Adventure, Indie,,,Port of Call,356520
Action, Indie,,,Azure Striker Gunvolt,388800
Casual, Indie, RPG, Strategy,Redemption: Eternal Quest,390880
Action, Indie, Strategy,,Satellite Reign,268870
Action, Adventure, Casual, Indie,All Guns On Deck,315330
Adventure, Indie,,,Stray Cat Crossing,385330
Adventure, Indie, Strategy,,Caveman Craig,363240
Action, Indie, RPG,,Razenroth,340830
Action, Indie,,,Proto Raider,386050
Adventure, Casual, Indie, RPG,Ashes of Immortality II,362140
Action, Adventure, Indie, RPG,Labyronia RPG 2,397500
Casual, Free to Play, Indie, Strategy,Let the Cat in,369400
Action,,,,One Piece Pirate Warriors 3,331600
Adventure, Indie,,,Calvino Noir,316890
Action, Adventure, Indie,,Onikira - Demon Killer,310850
Indie, Simulation, Strategy,,Big Pharma,344850
Adventure, Indie, RPG, Simulation,Dead In Bermuda,384310
Adventure, Indie,,,Fran Bow,362680
Action, Adventure, Indie,,Iggy's Egg Adventure,366040
Action, Casual, Indie,,RFLEX,392020
Action, Free to Play, Indie, Massively Multiplayer,World of Soccer online,393410
Action, Indie, Racing,,Giana Sisters: Dream Runners,352900
Free to Play, Indie, Massively Multiplayer, Strategy,Heroes of Scene,356130
Action, Indie,,,Shutshimi,332530
Action, Casual, Indie,,One More Line,356890
Action, Adventure, Indie, Simulation,Age of Survival,369080
Indie,,,,Owys,394770
Action, Adventure, Indie, Strategy,Nova-111,325370
Action, Indie,,,Arclight Cascade,391210
Action, Indie, Strategy,,Party Hard,356570
Adventure, Indie,,,Nyctophobia,378100
Adventure, Indie,,,Corpse of Discovery,297720
Indie, Simulation, Strategy,,Hegemony III: Clash of the Ancients,308173
Simulation, Strategy,,,Crookz - The Big Heist,310490
Action, Indie,,,Capsule Force,364060
Action, Adventure, Indie, RPG,Evoland 2,359310
Action, Free to Play, Early Access,,WARMODE,391460
Adventure,,,,Amnesia™: Memories,359390
Action, Adventure, Indie, Early Access,MegaSphere,386340
Action, Indie, RPG,,I Shall Remain,293460
Action,,,,Mega Man Legacy Collection / ロックマン クラシックス コレクション,363440
RPG,,,,Grandia® II Anniversary Edition,330390
Action, Adventure, Indie,,Planet of the Eyes,350970
Animation &amp; Modeling, Design &amp; Illustration, Education, Software Training,Leadwerks Game Launcher,355500
Action, Casual, Indie,,Flywrench,337350
Indie, RPG, Strategy,,The Last Warlock,385060
Casual,,,,Pretty Girls Mahjong Solitaire,393980
Indie, RPG,,,VERSUS: The Lost Ones,396230
Indie, Simulation, Sports,,Super Mega Baseball: Extra Innings,314070
Action, Casual, Indie, Strategy,Streamline,393660
Action, Adventure, Indie,,Curse of the Crescent Isle DX,365120
Action, Adventure, Casual, Indie,Bernie Needs Love,373120
Action, Indie,,,The Flock,290490
Indie, Simulation,,,Forget Me Not: My Organic Garden,363980
Action, Adventure, Indie, Early Access,ORBITOR,336220
Action, Adventure, Casual, Indie,A Sirius Game,392930
Action, Indie, Racing,,Link: The Unleashed Nexus,388720
Indie,,,,In Between,388420
Action, Adventure, Indie,,Trine 3: The Artifacts of Power,319910
Indie, Racing, Simulation, Sports,MiniDrivers,385490
Action, Casual, Free to Play, Indie,Headcrab Frenzy!,354900
Action, Adventure, RPG,,Zanzarah: The Hidden Portal,384570
Adventure, Indie, RPG,,RymdResa,269690
Casual, Indie, Simulation, Sports,Pure Hold'em,322950
Action, Indie,,,Gryphon Knight Epic,358650
Action, Indie,,,DiscStorm,330670
Adventure, Indie, RPG, Strategy,Shadowrun: Hong Kong - Extended Edition,346940
Action, Indie,,,Super Mutant Alien Assault,368680
Action, Adventure, Indie,,Lost in Paradise,381170
Indie, Strategy,,,Pocket God vs Desert Ashes,324400
Indie, RPG, Strategy,,Big Journey to Home,388440
Action, Indie, RPG,,Warlocks vs Shadows,330270
Indie,,,,Bob Was Hungry,343560
Action,,,,Velocity 2X,337180
Action, Casual, Indie,,Rats - Time is running out!,347510
Action, Adventure, Indie, Strategy,Dark Storm: VR Missions,395150
Adventure, Indie, RPG,,Incitement 3,391660
Casual, Free to Play, Indie, Simulation,Viridi,375950
Action, Free to Play, Indie,,Relic Hunters Zero,382490
Casual,,,,Big Thinkers Kindergarten,376760
Casual,,,,Big Thinkers 1st Grade,376770
Action, RPG,,,FINAL FANTASY TYPE-0™ HD,340170
Casual, Indie,,,Fingered,384360
Strategy,,,,Planetary Annihilation: TITANS,386070
Action, Adventure,,,ZOMBI,339230
Action, Free to Play, Massively Multiplayer, RPG,Sphere III: Enchanted World,397040
Adventure, Free to Play, Indie, Massively Multiplayer,RPG MO,372800
Action, Indie,,,Volume,365770
Action, Indie,,,Curses 'N Chaos,307620
Indie, Strategy,,,Front Wars,370160
Indie, Strategy,,,Way of Gold and Steel,373730
Action, Adventure, Casual, Indie,ANKI,395380
Action, Adventure, Casual, Indie,STAR-BOX: RPG Adventures in Space,363510
Simulation, Strategy,,,Industry Giant 2,271360
Casual, Strategy,,,Anti-Opoly,343990
Indie, RPG, Strategy,,Fallen: A2P Protocol,325790
Casual, Indie, Simulation,,Marble Muse,368310
Action, Adventure, Indie, RPG,Labyronia RPG,391260
Adventure, Casual, Indie, RPG,Arvale,392920
Adventure, Free to Play, Massively Multiplayer, RPG,Dream Of Mirror Online,335820
Action, Indie,,,Void Invaders,391170
Adventure, Casual, Indie,,Ferrum's Secrets: Where Is Grandpa?,391340
Indie, Massively Multiplayer, Strategy, Early Access,ABD: A Beautiful Day,384920
Simulation,,,,Expert Rifleman - Reloaded,383590
Casual, Indie,,,Three Digits,390570
Adventure, Casual, Indie,,Beach Bounce,352010
Action, Indie, RPG,,Faron's Fate,409360
Action, Indie,,,UBERMOSH,357070
Action, Indie,,,BRAWL,365680
Indie, Strategy,,,Sentinel 4: Dark Star,386840
